opponent,result,date,win,loss,margin,location,opponent rating
Iowa St,0,0-0-0,8,4,3,NEUTRAL,0.576450167683861
Kansas St,0,0-0-0,5,7,3,NEUTRAL,0.472544202064512
Oklahoma St,0,0-0-0,6,6,41,NEUTRAL,0.509986694345833
TCU,0,0-0-0,6,6,48,NEUTRAL,0.472750818076519
Texas Tech,0,0-0-0,5,7,77,NEUTRAL,0.433867128284314
West Virginia,0,0-0-0,8,3,35,NEUTRAL,0.68824171421713
Boston College,0,0-0-0,7,5,48,NEUTRAL,0.583380130118003
Clemson,0,0-0-0,13,0,41,NEUTRAL,0.961719907014965
Florida St,0,0-0-0,5,7,10,NEUTRAL,0.433535169304531
Louisville,0,0-0-0,2,10,24,NEUTRAL,0.229406836627335
NC State,0,0-0-0,9,3,11,NEUTRAL,0.658476757405083
Syracuse,0,0-0-0,9,3,52,NEUTRAL,0.659872406070867
Wake Forest,0,0-0-0,6,6,31,NEUTRAL,0.473718361993184
California,0,0-0-0,7,5,22,NEUTRAL,0.419560912467013
Oregon,0,0-0-0,8,4,48,NEUTRAL,0.505073020726282
Oregon St,0,0-0-0,2,10,23,NEUTRAL,0.173732331314971
Stanford,0,0-0-0,8,4,20,NEUTRAL,0.61294634639621
Washington,0,0-0-0,10,3,42,NEUTRAL,0.679428969852715
Washington St,0,0-0-0,10,2,35,NEUTRAL,0.674582596015174
Charlotte,0,0-0-0,5,7,24,NEUTRAL,0.323727691666351
FL Atlantic,0,0-0-0,5,7,21,NEUTRAL,0.461693554039236
Florida Intl,0,0-0-0,8,4,46,NEUTRAL,0.475982875318223
Marshall,0,0-0-0,8,4,16,NEUTRAL,0.531754889860287
MTSU,0,0-0-0,8,5,24,NEUTRAL,0.484435690225168
Old Dominion,0,0-0-0,4,8,63,NEUTRAL,0.249476996007373
Cincinnati,0,0-0-0,10,2,56,NEUTRAL,0.662508498612961
Connecticut,0,0-0-0,1,11,7,NEUTRAL,0.0609382834729059
South Florida,0,0-0-0,7,5,20,NEUTRAL,0.43506939815558
UCF,0,0-0-0,12,0,38,NEUTRAL,0.824142322793354
Duke,0,0-0-0,7,5,42,NEUTRAL,0.5192774409515
Georgia Tech,0,0-0-0,7,5,41,NEUTRAL,0.524202622754867
Miami FL,0,0-0-0,7,5,77,NEUTRAL,0.540586158977233
North Carolina,0,0-0-0,2,9,23,NEUTRAL,0.260469377823359
Pittsburgh,0,0-0-0,7,6,26,NEUTRAL,0.539907904792352
Virginia,0,0-0-0,7,5,29,NEUTRAL,0.523953179912563
Virginia Tech,0,0-0-0,6,6,45,NEUTRAL,0.439317027736125
Florida,0,0-0-0,9,3,47,NEUTRAL,0.651217922368491
Florida,0,0-0-0,9,3,53,NEUTRAL,0.651217922368491
Georgia,0,0-0-0,11,2,45,NEUTRAL,0.853521788113883
Kentucky,0,0-0-0,9,3,38,NEUTRAL,0.662329133530505
Missouri,0,0-0-0,8,4,37,NEUTRAL,0.711730361401004
South Carolina,0,0-0-0,7,5,40,NEUTRAL,0.552574974401991
Tennessee,0,0-0-0,5,7,56,NEUTRAL,0.426213570238814
Vanderbilt,0,0-0-0,6,6,4,NEUTRAL,0.536973229914925
Fresno St,0,0-0-0,11,2,66,NEUTRAL,0.703094438818044
Hawaii,0,0-0-0,8,5,21,NEUTRAL,0.423791787116062
Nevada,0,0-0-0,7,5,53,NEUTRAL,0.440983667473
San Diego St,0,0-0-0,7,5,14,NEUTRAL,0.479206894566261
UNLV,0,0-0-0,4,8,29,NEUTRAL,0.242047874131288
Houston,0,0-0-0,8,4,56,NEUTRAL,0.525693614507003
Memphis,0,0-0-0,8,5,52,NEUTRAL,0.555004023858093
Navy,0,0-0-0,3,9,30,NEUTRAL,0.324077406998877
SMU,0,0-0-0,5,7,36,NEUTRAL,0.344428491763609
Tulane,0,0-0-0,6,6,25,NEUTRAL,0.416988084377754
Tulsa,0,0-0-0,3,9,11,NEUTRAL,0.248278564102298
Illinois,0,0-0-0,4,8,20,NEUTRAL,0.251073638319793
Iowa,0,0-0-0,8,4,24,NEUTRAL,0.648865014312003
Nebraska,0,0-0-0,4,8,36,NEUTRAL,0.414758409178414
Louisiana Tech,0,0-0-0,7,5,37,NEUTRAL,0.441140405717563
North Texas,0,0-0-0,9,3,42,NEUTRAL,0.566226921948455
Rice,0,0-0-0,2,11,3,NEUTRAL,0.087561129839736
Southern Miss,0,0-0-0,6,5,48,NEUTRAL,0.347237402073064
UAB,0,0-0-0,10,3,52,NEUTRAL,0.521923000912338
